BFE-nummer,BygningsID,EnhedsID,Status,Vejnavn,Nr,Etage,Dør,Postnr,By,Enhedens anvendelse,Enhedens samlede areal,Areal til beboelse,Areal til erhverv,Andet areal,Enhedens andel af fælles adgangsareal,Areal af åben overdækning,Areal af overdækket udestue,Åben tagterrasse areal,Fysisk areal til beboelse,Fysisk areal til erhverv,Antal værelser,Kilde til enhedens arealer,Toiletforhold,Badeforhold,Køkkenforhold,Godkendt tom bolig,Longitude,Latitude,Kommunekode,Ejendomsnummer
105494,7e22dc18-1c0c-4120-ba8e-edff8950d1b2,021f7a3b-a996-4bf3-9354-1e84dfcbd996,Opført,Norgesgade,10,6,3,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  49   ,  49   , -, -, -, -, -,  5   , -, -,1,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,59853292","55,66391855",101,398943
133270,ada4ae8c-16d1-4009-993e-9d3790ab37d9,f91dced6-daa2-41e1-9a67-41f18177b8b3,Opført,Venedigvej,6,st,th,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  65   ,  65   , -, -, -, -, -, -, -, -,2,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,6221825","55,6609995",101,618838
136614,2c70c95b-8d3c-41e6-821f-30fb97cfd47d,8dae3ed1-0dba-4638-934f-549cb411a4a1,Opført,Spaniensgade,21,5,tv,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  105   ,  105   , -,  5   , -, -, -, -, -, -,3,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,-,"12,60944946","55,66024533",101,27288
111386,90bfbaf7-b38d-47de-992e-b6f6b6bf1760,3bdaea6f-2807-41b8-b769-a4e80a205ad2,Opført,Amager Boulevard,116,1,tv,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  94   ,  94   , -, -, -, -, -, -, -, -,3,Oplyst af ejer (eller dennes repræsentant),Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,-,"12,59453722","55,66640797",101,28019
139214,489fd941-af15-4415-b7de-e7469535bc8d,bd992bc4-2d15-48be-8426-eac74dd8de31,Opført,Robert Jacobsens Vej,62,7,p4,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  124   ,  124   , -, -,  12   , -, -,  -   , -, -,3,Oplyst og kontrolleret af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,57218415","55,61841841",101,8479
135080,4768cf8d-24c0-432e-aaaa-46b6112520e1,e3639cd8-4e44-485c-9a0d-2c86b554a42e,Opført,Sorrentovej,12,1,mf,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  28   ,  28   , -, -, -, -, -, -, -, -,1,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,62173504","55,65832241",101,518841
114287,a7dcfce9-fdc5-4442-b23c-dfc4d7a8671b,8e6db30d-8cf5-4422-9a9c-125efa34ae16,Opført,Tom Kristensens Vej,28,6,tv,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  101   ,  101   , -, -, -, -, -, -, -, -,4,Oplyst og kontrolleret af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,58745653","55,66106573",101,769
117813,0b9a510e-b4f2-47fb-bdcc-44caad064648,837e3a77-59da-4eb4-b8d1-8300a994502b,Opført,C.F. Møllers Allé,60,5,tv,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  99   ,  99   , -, -, -, -, -, -, -, -,4,Oplyst og kontrolleret af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,5785066","55,63436188",101,3670
111428,90bfbaf7-b38d-47de-992e-b6f6b6bf1760,36fc66c9-0fdc-4f25-9697-4fcdde57a5d7,Opført,Amager Boulevard,110,3,tv,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  122   ,  122   , -, -, -, -, -, -, -, -,4,Oplyst af ejer (eller dennes repræsentant),Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,-,"12,59378819","55,66651293",101,30565
422703,4eec1541-20ab-4ff2-a376-12223f48356c,ca87e511-344f-41a5-9c75-15e1edb59420,Opført,Robert Jacobsens Vej,5A,4,tv,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  72   ,  72   , -, -, -, -, -, -, -, -,2,Oplyst af ejer (eller dennes repræsentant),Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,-,"12,57554981","55,62357291",101,22697
135886,182447fa-4f3f-4588-ad99-33e8872b123e,3f6a42f8-3793-4cc9-9aba-b28c4f480914,Opført,Øresundsvej,144F,st,th,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  108   ,  108   , -, -, -, -, -,  -   , -, -,3,Oplyst og kontrolleret af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,62854034","55,66075518",101,673260
127876,d7341320-f59c-4ed0-9050-ee3febb55222,fad07415-224a-426e-98c2-11f7fbeb6641,Opført,Hessensgade,15,st,4,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  58   ,  58   , -, -, -, -, -, -, -, -,2,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,61546683","55,66563322",101,224414
139210,489fd941-af15-4415-b7de-e7469535bc8d,694479f5-d831-4c9e-a8af-a095074fe406,Opført,Robert Jacobsens Vej,84,2,1,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  96   ,  96   , -, -,  12   , -, -,  6   , -, -,2,Oplyst og kontrolleret af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,5716421","55,61656733",101,8733
424412,a6fb93e4-919c-4af9-b67b-d77e0a588a00,5fd0502e-f3e0-44dd-9bdd-4bb67a7a8786,Opført,Strandlodsvej,25G,st,tv,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  99   ,  99   , -, -, -, -, -, -, -, -,4,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,-,"12,62452652","55,66575136",101,19524
140080,489fd941-af15-4415-b7de-e7469535bc8d,d4f2552a-9697-48cf-8234-59ad61736c78,Opført,Richard Mortensens Vej,75,4,3,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  97   ,  97   , -, -,  12   , -, -,  12   , -, -,3,Oplyst og kontrolleret af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,57123192","55,61732731",101,8900
112407,e37db2aa-ab7b-44a1-90c9-e44512b21078,97965f3c-bb16-4ca9-9274-a80151b35b26,Opført,Islands Brygge,38A,1,th,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  118   ,  118   , -, -, -, -, -,  13   , -, -,4,Oplyst af ejer (eller dennes repræsentant),Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,-,"12,56688417","55,6582336",101,25123
123849,d9056c75-8468-4c8b-aefb-9b5c81ec245e,c7fc083e-c0d0-4639-aa96-3713a86a5e50,Opført,Meklenborggade,2,4,tv,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  61   ,  61   , -,  2   ,  7   , -, -, -, -, -,2,Oplyst af ejer (eller dennes repræsentant),Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,61009053","55,66562585",101,374122
123849,d9056c75-8468-4c8b-aefb-9b5c81ec245e,4c3c4480-50b7-4d67-8414-c8ee33772f11,Projekteret,Meklenborggade,2,4,tv,2300,København S,-, -, -, -, -, -, -, -,  5   , -, -,-,-,-,-,-,-,"12,61009053","55,66562585",101,374122
110548,f0fb6312-5ca9-40e8-aca2-ccd4431211ee,5f13d5d0-b05a-448f-a4b1-ea99fdcf6571,Opført,Sundholmsvej,25,st,th,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  59   ,  59   , -, -, -, -, -, -, -, -,2,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,59622857","55,66237338",101,545571
100227516,e42f4809-bcd8-4659-99d7-9c4c6f9f0510,ea5cc947-944e-4b59-8c7e-892d1191fcc3,Opført,Krimsvej,15A,1,1,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  64   ,  64   , -, -, -, -, -, -, -, -,2,Oplyst af ejer (eller dennes repræsentant),Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,-,"12,63015769","55,66003972",101,40345
132258,b61106cf-7d4e-45fb-83df-6393e29bb42c,d09c7328-c630-4dcb-8b46-094a56a10363,Opført,Øresundsvej,48,3,th,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  58   ,  58   , -, -, -, -, -, -, -, -,2,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,6134933","55,66029012",101,660206
111895,9b6be7e0-bfcb-4201-aebb-eed6dead3ad4,461d495a-dfd6-4144-99e7-cd51e387b502,Opført,Drechselsgade,12,3,tv,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  138   ,  138   , -, -, -, -, -, -, -, -,3,Oplyst af ejer (eller dennes repræsentant),Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,-,"12,56808153","55,65685421",101,30668
144271,a9bbe04b-2cf3-4523-a548-fcde9da25bfe,3556db0c-9357-44b1-957d-0df462b2912d,Opført,Birketinget,2D,1,414,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  42   ,  42   , -, -, -, -, -, -, -, -,1,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,60037363","55,65631067",101,872971
118770,f16a79dc-a37b-4a0b-b109-f4314fea90d9,4cf373b6-f2a0-4e63-bd34-e09bad36be17,Opført,Edvard Thomsens Vej,57,1,2,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  118   ,  118   , -, -, -, -, -, -, -, -,4,Oplyst og kontrolleret af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,57705204","55,63269814",101,944140
119699,72eb7a08-9827-4b0e-a5fb-04dfe6ffaf01,eca8ade9-50c7-4273-b27c-90edcaf5fd58,Opført,Edvard Thomsens Vej,5D,1,2,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  76   ,  76   , -,  3   , -, -, -, -, -, -,2,Oplyst og kontrolleret af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,57322387","55,63255788",101,3553
100213358,62fe7671-5395-401e-9c1d-49c05b1d58e9,6654bbe9-9eae-4da8-92fd-d640b5a194b5,Opført,Else Alfelts Vej,12,3,3,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  71   ,  71   , -, -,  6   , -, -,  6   , -, -,3,Oplyst af ejer (eller dennes repræsentant),Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,-,"12,56968092","55,62289197",101,40201
100213361,62fe7671-5395-401e-9c1d-49c05b1d58e9,217a3b88-39f9-4beb-b157-fb4d67c6e808,Opført,Else Alfelts Vej,12,4,2,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  68   ,  68   , -, -,  6   , -, -,  6   , -, -,3,Oplyst af ejer (eller dennes repræsentant),Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,-,"12,56968092","55,62289197",101,40204
127355,06e3c0d3-1846-4d1c-b914-b752598e7c82,b9669ca9-96d8-477f-ba77-f4684da368de,Opført,Ålandsgade,13,st,tv,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  54   ,  54   , -, -, -, -, -, -, -, -,2,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,60534493","55,66401558",101,679977
124586,80abffcf-68dd-4a20-868c-b1fea61d5ba1,2725f2b8-17af-4346-9dc5-5503d4b6c075,Opført,Højdevej,6,1,tv,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  53   ,  53   , -, -, -, -, -, -, -, -,2,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,61152805","55,65428189",101,255220
133202,744dc84b-58ec-4425-910f-7268f652c5b1,5b376cce-7dbf-4828-a6e3-74f3085faa64,Opført,Lyneborggade,33,st,th,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  94   ,  94   , -, -, -, -, -, -, -, -,3,Oplyst og kontrolleret af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,61179605","55,66386768",101,864090
110604,2e207d55-5b7b-4a7e-ada4-47624a13ea89,d7d86218-0656-411f-8bd8-16a3c5f84747,Opført,Rued Langgaards Vej,17,3,tv,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  92   ,  92   , -, -, -, -, -,  14   , -, -,3,Oplyst af ejer (eller dennes repræsentant),Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,58916471","55,6600812",101,12823
100227515,e42f4809-bcd8-4659-99d7-9c4c6f9f0510,2176e486-5043-4a9f-a684-adb3f01fec4c,Opført,Krimsvej,15S,-,-,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  107   ,  107   , -,  52   , -, -, -,  5   , -, -,2,Oplyst af ejer (eller dennes repræsentant),Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,-,"12,63138824","55,66002885",101,40344
127398,4f351975-9a1e-4cc7-984c-5bcaea01e59b,55be21de-bbe0-4d6b-a485-6e7670fd54c3,Opført,Holmbladsgade,94,3,33,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  73   ,  73   , -, -, -, -,  8   , -, -, -,2,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,61482386","55,66666449",101,984656
125515,235b94c5-de73-4784-ba8e-1a3c673bde4a,f5f49b04-84ff-491e-8259-59750fe0be0e,Opført,Kastrupvej,50,1,d,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  63   ,  63   , -, -, -, -, -, -, -, -,3,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,61704456","55,65567681",101,702014
115201,60d47f6b-bd46-4e48-82bd-56f440d0dbf6,d4d30a04-351d-460b-afa4-5b0b82fbb838,Opført,C.F. Møllers Allé,10,7,tv,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  91   ,  91   , -, -, -, -, -, -, -, -,3,Oplyst og kontrolleret af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,57508953","55,63479584",101,3939
101316,a25dee8c-2c91-4aa1-9167-d5ec35f66c7c,700cefc9-785e-4826-861c-26babbc8211f,Opført,Hollænderdybet,4,3,th,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  58   ,  58   , -, -, -, -, -, -, -, -,2,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,59918115","55,66495373",101,231798
136645,36e4b7d7-776c-44c3-99d3-581cc231f195,26373287-06bd-43e7-9625-e9c49d9f175c,Opført,Florensvej,10,1,tv,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  52   ,  52   , -, -, -, -, -, -, -, -,2,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,62124061","55,65790846",101,146294
135967,96c5fe24-6fe5-4497-b173-19fd27762ef0,993ec104-2c07-4437-b0d3-4f6adfe110ad,Opført,Sundby Parkvej,5,3,tv,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  112   ,  112   , -, -, -, -, -, -, -, -,3,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,62905812","55,66232991",101,4254
136556,a4876595-84b6-4792-a08e-0273f44cc5d6,2987013e-bdff-41c8-b418-3f87d2ea1808,Opført,Tønnesvej,12,3,-,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  77   ,  77   , -, -, -, -, -, -, -, -,4,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,61852339","55,64543159",101,704041
135682,f06158ab-c357-4d4f-935b-56a6ae8ebf95,3316bf20-f100-4d33-a450-6c6cdd7f9ae7,Opført,Reberbanegade,51,1,th,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  46   ,  46   , -, -, -, -, -, -, -, -,2,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,60698056","55,66172317",101,454533
104108,43f46b65-e9b9-48a4-9e1f-0267e61f1596,915f95e3-759e-44f3-a859-c6d604b3e000,Opført,Ved Sønderport,24,3,tv,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  68   ,  68   , -, -, -, -, -, -, -, -,2,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,60156434","55,66683076",101,614956
129232,d0368780-48a9-4bc3-9b2e-16200e94bb3c,2c0c517f-0f80-4614-a2cf-15be487f9c15,Opført,Saltholmsvej,6,st,th,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  64   ,  64   , -, -, -, -, -, -, -, -,2,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,6086273","55,65949282",101,482367
129232,d0368780-48a9-4bc3-9b2e-16200e94bb3c,ef052d6a-aea9-40c8-8389-493a4d9cd0aa,Under opførelse,Saltholmsvej,6,st,th,2300,København S,-, -, -, -, -, -, -, -,  7   , -, -,-,Oplyst af ejer (eller dennes repræsentant),-,-,-,-,"12,6086273","55,65949282",101,482367
131304,ae8fc904-4060-4d9c-b841-4ae9254bf6f4,2024f1a0-ddf3-427c-8a1e-034fa9561bd3,Opført,Spaniensgade,15B,st,tv,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  93   ,  93   , -, -, -, -, -, -, -, -,3,Oplyst og kontrolleret af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,60877727","55,66074098",101,2842
133209,744dc84b-58ec-4425-910f-7268f652c5b1,6fce741c-29f6-47e1-9062-2bd88f089856,Opført,Lyneborggade,33,3,th,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  84   ,  84   , -, -, -, -, -, -, -, -,3,Oplyst og kontrolleret af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,61179605","55,66386768",101,864740
125101,afc86e9e-c48d-4992-9c39-761b4c65a920,58aa1cc5-d488-434d-bb95-8153e1da163d,Opført,Amagerbrogade,255,2,tv,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  57   ,  57   , -, -, -, -, -, -, -, -,2,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,61510315","55,64517716",101,17508
415768,1ebe8a36-0698-4cd8-9ecf-5f71bf4950b7,ed469db8-71ba-441b-8cf3-b85c30ed6611,Opført,Robert Jacobsens Vej,8,6,th,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  111   ,  111   , -, -, -, -, -, -, -, -,4,Oplyst af ejer (eller dennes repræsentant),Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,-,"12,57467044","55,62360477",101,25040
139739,a0c7ed60-6ebf-45ac-968c-3e726c2173b0,787a9781-b51f-4cb8-bb69-236520356069,Opført,Dalføret,15,4,mf,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  70   ,  70   , -, -, -, -, -, -, -, -,2,Oplyst og kontrolleret af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,60191503","55,65433411",101,716880
135911,182447fa-4f3f-4588-ad99-33e8872b123e,b6f3a8a8-4adc-4533-a8ad-bdc2f5640fdd,Opført,Øresundsvej,144C,st,tv,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  97   ,  97   , -, -, -, -, -,  -   , -, -,3,Oplyst og kontrolleret af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,62784883","55,66089039",101,675840
136035,f306859d-f019-4637-9e84-29fd48935c9e,94dc6335-91de-4ada-bda7-24d31c28b257,Opført,Frankrigsgade,19,3,th,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  54   ,  54   , -, -, -, -, -, -, -, -,2,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,60801829","55,66196806",101,700836
109345,cfc9da34-ab33-43ae-87d0-505657e0e4c8,9f04740d-87ea-4d56-8b64-e46a670cdcf3,Opført,Ørestads Boulevard,61A,6,tv,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  177   ,  177   , -, -, -, -, -, -, -, -,5,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,58159035","55,63311247",101,2636
134370,c8ee137b-8794-41d6-9c28-761fc4b06cad,e3a02ac4-afdd-4595-8992-9fdb2d155130,Opført,Bremensgade,41,1,th,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  62   ,  62   , -, -, -, -, -, -, -, -,2,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,61668846","55,66572811",101,71995
131644,2ea419cd-32d5-4283-9913-21ad342db599,8173c813-f411-4116-af82-eb3680fa099c,Opført,Messinavej,7,4,tv,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  52   ,  52   , -, -, -, -, -,  2   , -, -,2,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,62122073","55,66058596",101,376362
132951,88b18cfa-2d1c-49e1-9311-a252e02cec05,d156ffd5-672b-4769-8a0d-aa10949dc6fa,Opført,Gerbrandsvej,6,st,2,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  48   ,  48   , -, -, -, -, -,  8   , -, -,2,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,61509633","55,64654441",101,178927
139246,1878cb5a-0d33-4a87-a2cf-fad4bf17180a,8d6d0cc0-0497-46f2-b80a-291a3ddbf5a7,Opført,Hyacintgården,11,1,1,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  72   ,  72   , -, -, -, -, -, -, -, -,3,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,61213111","55,64878505",101,968065
104092,43f46b65-e9b9-48a4-9e1f-0267e61f1596,14cddab3-0f3a-4caa-87bc-b7ededa70495,Opført,Ved Sønderport,16,3,tv,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  64   ,  64   , -, -, -, -, -, -, -, -,2,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,60186127","55,66650633",101,614425
136097,7377f580-b1cd-4a6d-abd6-ea82e2abf17c,942b67a6-7d33-4469-a433-6a412d8dddc7,Opført,Kastrupvej,62,2,tv,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  63   ,  63   , -, -, -, -, -, -, -, -,3,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,61800307","55,65470994",101,294269
112390,e37db2aa-ab7b-44a1-90c9-e44512b21078,229e8921-2027-4a51-beaf-4330e8d31ab2,Opført,Islands Brygge,38B,4,th,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  118   ,  118   , -, -, -, -, -,  15   , -, -,4,Oplyst af ejer (eller dennes repræsentant),Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,-,"12,56669891","55,65833889",101,25107
424406,a6fb93e4-919c-4af9-b67b-d77e0a588a00,dd8960e0-e4e9-43b6-8c18-8b00eaad6302,Opført,Strandlodsvej,25G,6,tv,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  102   ,  102   , -, -, -, -, -, -, -, -,4,Oplyst af ejer (eller dennes repræsentant),Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,-,"12,62452652","55,66575136",101,19538
103768,19fba3e0-7a62-4d94-a4c9-974fb2ad652e,09c551ae-1648-4cc8-936b-c6d6da61bfba,Opført,Weidekampsgade,57,5,2,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  79   ,  79   , -, -, -, -, -, -, -, -,2,Oplyst og kontrolleret af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,5820072","55,66724161",101,704670
126940,3dbd1ff7-32f7-4c2a-9d17-ef570f8de3e6,38661525-e548-4f79-90c9-54331384a53c,Opført,Cypernsvej,27,1,th,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  76   ,  76   , -, -, -, -, -,  8   , -, -,3,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,61936135","55,6524294",101,755029
144239,a9bbe04b-2cf3-4523-a548-fcde9da25bfe,d4172894-a6cb-4b0d-9b5f-61884ade2b70,Opført,Birketinget,2B,4,241,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  42   ,  42   , -, -, -, -, -, -, -, -,1,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,60022743","55,6561354",101,872653
