BFE-nummer,Adresse,Offentlig ejendomsværdi,Offentlige grundværdi,Seneste handelspris,Enhedsareal - Beboelse,Pris pr. m2,Seneste handelsdato,Seneste handlet andel,Handelsmetode,Anvendelse,Opførelsesår,Tinglyst areal (Ejerlejligheder),Longitude,Latitude,Primær ejers adresse,Vejnavn,Husnr.,Etage,Antal værelser
131598,"Caprivej 6, st. tv, 2300 København S", kr. 810.000, kr. 74.300, kr. 1.940.000,  52   , kr. 37.307,01/10/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1937,  48   ,"12,62155149","55,66070019","Caprivej 6,st tv, 2300 København S",Caprivej,6,st,2
104511,"Hollænderdybet 16, 1. tv, 2300 København S", kr. 1.000.000, kr. 91.300, kr. 2.660.000,  61   , kr. 43.606,01/10/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1917,  54   ,"12,59747969","55,66456298","Skovvang 37, 3460 Birkerød",Hollænderdybet,16,1,2
104056,"Ved Sønderport 22, 4. th, 2300 København S", kr. 1.250.000, kr. 95.900, kr. 2.720.000,  64   , kr. 42.500,01/10/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1932,  57   ,"12,60164416","55,66675423","Absalonsgade 19, 4180 Sorø",Ved Sønderport,22,4,2
135612,"Frankrigshusene 9, 2. th, 2300 København S", kr. 1.300.000, kr. 135.800, kr. 3.395.000,  75   , kr. 45.266,01/10/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1936,  70   ,"12,607607","55,66246618","Mosekrogen 69, 2860 Søborg",Frankrigshusene,9,2,3
130766,"Sorrentovej 19, st. mf, 2300 København S", kr. 440.000, kr. 80.200, kr. 1.162.500,  26   , kr. 44.711,01/10/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1941,  23   ,"12,62401316","55,6580676","Lysefjordsgade 4,st tv, 2300 København S",Sorrentovej,19,st,1
135084,"Sorrentovej 2, 2. mf, 2300 København S", kr. 520.000, kr. 54.200, kr. 1.010.000,  28   , kr. 36.071,01/10/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1935,  25   ,"12,62056711","55,65862371","Sorrentovej 2,2 mf, 2300 København S",Sorrentovej,2,2,1
105045,"Amagerfælledvej 13, st. tv, 2300 København S", kr. 1.550.000, kr. 140.000, kr. 3.000.000,  96   , kr. 31.250,01/10/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1915,  89   ,"12,59548565","55,66715224","Amagerfælledvej 13,st tv, 2300 København S",Amagerfælledvej,13,st,4
136867,"Øresundsvej 128, 1. 4, 2300 København S", kr. 2.050.000, kr. 331.500, kr. 4.649.000,  122   , kr. 38.106,01/10/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1934,  106   ,"12,62512631","55,66119007","Øresundsvej 128,1,-4, 2300 København S",Øresundsvej,128,1,3
139710,"Dalføret 11, 3. th, 2300 København S", kr. 960.000, kr. 80.000, kr. 2.295.000,  61   , kr. 37.622,01/10/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1935,  55   ,"12,602194","55,65451942","Dalføret 11,3 th, 2300 København S",Dalføret,11,3,2
136930,"Greisvej 13, 1. th, 2300 København S", kr. 960.000, kr. 154.900, kr. 1.300.000,  57   , kr. 22.807,30/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1935,  52   ,"12,61808348","55,6449154","Greisvej 13,1 th, 2300 København S",Greisvej,13,1,2
132461,"Jansvej 1, 2. 2, 2300 København S", kr. 860.000, kr. 120.300, kr. 1.550.000,  50   , kr. 31.000,25/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1938,  48   ,"12,61707276","55,6469749","Jansvej 1,2,-2, 2300 København S",Jansvej,1,2,2
100288600,"Ved Amagerbanen 27E, 2. 3, 2300 København S",-,-, kr. 2.847.817,  66   , kr. 43.148,24/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",-,  54   ,"12,62660685","55,66583429","Ved Amagerbanen 27E,2,-3, 2300 København S",Ved Amagerbanen,27E,2,2
100288621,"Ved Amagerbanen 27E, 2. 4, 2300 København S",-,-, kr. 2.820.707,  69   , kr. 40.879,24/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",-,  57   ,"12,62660685","55,66583429","Ved Amagerbanen 27E,2,-4, 2300 København S",Ved Amagerbanen,27E,2,2
100288623,"Ved Amagerbanen 27E, 2. 6, 2300 København S",-,-, kr. 2.797.125,  74   , kr. 37.798,24/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",-,  62   ,"12,62660685","55,66583429","Elmevej 10, 2791 Dragør",Ved Amagerbanen,27E,2,2
100288629,"Ved Amagerbanen 27E, 3. 4, 2300 København S",-,-, kr. 6.152.835,  135   , kr. 45.576,24/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",-,  123   ,"12,62660685","55,66583429","Ved Amagerbanen 27E,3,-4, 2300 København S",Ved Amagerbanen,27E,3,4
100288598,"Ved Amagerbanen 27E, 2. 1, 2300 København S",-,-, kr. 2.969.476,  73   , kr. 40.677,24/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",-,  61   ,"12,62660685","55,66583429","Ved Amagerbanen 27E,2,-1, 2300 København S",Ved Amagerbanen,27E,2,2
101024,"Ejler Billes Allé 86, 2300 København S", kr. 710.000, kr. 270.700, kr. 3.149.000,  73   , kr. 43.136,23/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2020,  73   ,"12,56913574","55,62330808","Ejler Billes Allé 86, 2300 København S",Ejler Billes Allé,86,-,3
112047,"Jens Otto Krags Gade 11, 5. 3, 2300 København S", kr. 2.150.000, kr. 446.200, kr. 4.500.000,  103   , kr. 43.689,21/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2006,  90   ,"12,56948406","55,65901439","Jens Otto Krags Gade 11,5,-3, 2300 København S",Jens Otto Krags Gade,11,5,3
102224,"Gunløgsgade 22, 1. 2, 2300 København S", kr. 700.000, kr. 109.900, kr. 1.995.000,  47   , kr. 42.446,17/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1970,  39   ,"12,5791596","55,66501783","Gunløgsgade 22,1,-2, 2300 København S",Gunløgsgade,22,1,1
102224,"Gunløgsgade 22, 1. 2, 2300 København S", kr. 700.000, kr. 109.900, kr. 1.995.000,  47   , kr. 42.446,17/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1970,  39   ,"12,5791596","55,66501783","Gunløgsgade 22,1,-2, 2300 København S",Gunløgsgade,22,1,-
128730,"Rodosvej 7A, st. tv, 2300 København S", kr. 560.000, kr. 80.500, kr. 1.275.000,  36   , kr. 35.416,15/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1940,  30   ,"12,61338906","55,65060949","Blommevangen 2,2 th, 2765 Smørum",Rodosvej,7A,st,1
134802,"Bremensgade 17, 4. th, 2300 København S", kr. 1.100.000, kr. 123.800, kr. 2.675.000,  67   , kr. 39.925,15/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1939,  62   ,"12,61707349","55,66619719","Jægersborg Alle 27A,4 th, 2920 Charlottenlund",Bremensgade,17,4,3
133612,"Kongovej 35A, 1. 22, 2300 København S", kr. 660.000, kr. 148.700, kr. 1.595.000,  37   , kr. 43.108,15/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1971,  34   ,"12,626082","55,64832167","Kongovej 35A,1,-22, 2300 København S",Kongovej,35A,1,2
407546,"Rundholtsvej 26, 10. 1, 2300 København S", kr. 2.500.000, kr. 282.000, kr. 4.800.000,  96   , kr. 50.000,15/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2014,  85   ,"12,56544284","55,65346915","Rundholtsvej 26,10,-1, 2300 København S",Rundholtsvej,26,10,2
101400,"Under Elmene 16, 4. tv, 2300 København S", kr. 900.000, kr. 94.100, kr. 2.550.000,  51   , kr. 50.000,15/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1918,  44   ,"12,59873157","55,66518903","Jægersborg Alle 84, 2920 Charlottenlund",Under Elmene,16,4,2
139224,"Robert Jacobsens Vej 84, 5. 2, 2300 København S", kr. 1.300.000, kr. 270.200, kr. 2.260.000,  64   , kr. 35.312,15/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2010,  52   ,"12,5716421","55,61656733","Vendsysselvej 14,2 th, 4800 Nykøbing F",Robert Jacobsens Vej,84,5,2
111911,"Drechselsgade 18, 1. 3, 2300 København S", kr. 960.000, kr. 208.800, kr. 3.700.000,  80   , kr. 46.250,15/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",-,  65   ,"12,56797473","55,65666463","Drechselsgade 18,1,-3, 2300 København S",Drechselsgade,18,1,2
138731,"Robert Jacobsens Vej 76, 1. t1, 2300 København S", kr. 2.100.000, kr. 488.400, kr. 3.495.000,  106   , kr. 32.971,15/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2010,  94   ,"12,57209615","55,61728423","None, 2300 København S",Robert Jacobsens Vej,76,1,4
114300,"Tom Kristensens Vej 26, 3. th, 2300 København S", kr. 2.250.000, kr. 572.500, kr. 4.795.000,  118   , kr. 40.635,15/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2006,  107   ,"12,58752403","55,66098481","Tom Kristensens Vej 26,3 th, 2300 København S",Tom Kristensens Vej,26,3,3
130694,"Kastrupvej 86, st. tv, 2300 København S", kr. 1.050.000, kr. 143.600, kr. 2.230.000,  70   , kr. 31.857,15/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1936,  70   ,"12,61929914","55,65319358","Kastrupvej 86,st tv, 2300 København S",Kastrupvej,86,st,2
112054,"Jens Otto Krags Gade 13, 1. 1, 2300 København S", kr. 1.700.000, kr. 352.000, kr. 3.645.000,  84   , kr. 43.392,15/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2006,  71   ,"12,56951664","55,65905418","Jens Otto Krags Gade 13,1,-1, 2300 København S",Jens Otto Krags Gade,13,1,2
138837,"Hyacintgården 1, st. mf, 2300 København S", kr. 520.000, kr. 82.200, kr. 1.220.000,  35   , kr. 34.857,15/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1968,  32   ,"12,61264516","55,64824972","Christian IIs Allé 4, 2300 København S",Hyacintgården,1,st,1
142460,"Gyldenlakvej 29, 1. tv, 2300 København S", kr. 910.000, kr. 108.400, kr. 1.950.000,  57   , kr. 34.210,15/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1938,  51   ,"12,61292592","55,64503716","Gyldenlakvej 29,1 tv, 2300 København S",Gyldenlakvej,29,1,2
131552,"Venedigvej 10, 1. tv, 2300 København S", kr. 900.000, kr. 75.900, kr. 2.120.000,  52   , kr. 40.769,15/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1937,  48   ,"12,62235594","55,66054604","Rævehøjen 13, 4000 Roskilde",Venedigvej,10,1,2
132912,"Gerbrandsvej 14, 2. 2, 2300 København S", kr. 830.000, kr. 119.200, kr. 1.660.000,  48   , kr. 34.583,15/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1939,  46   ,"12,61612883","55,64667958","Pilerækken 5, 2770 Kastrup",Gerbrandsvej,14,2,2
135203,"Ålandsgade 45, st. tv, 2300 København S", kr. 1.050.000, kr. 112.500, kr. 2.265.000,  66   , kr. 34.318,15/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1940,  62   ,"12,60716977","55,66236485","Søllerødgade 23,4 th, 2200 København N",Ålandsgade,45,st,3
137482,"Lysefjordsgade 1, 2. th, 2300 København S", kr. 920.000, kr. 107.200, kr. 2.410.000,  54   , kr. 44.629,15/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1912,  48   ,"12,5997689","55,65813482","Skelbækgade 22,2 tv, 1717 København V",Lysefjordsgade,1,2,2
110676,"Rued Langgaards Vej 23, 2. tv, 2300 København S", kr. 1.950.000, kr. 372.900, kr. 4.395.000,  96   , kr. 45.781,09/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2005,  89   ,"12,58858531","55,66005582","Rued Langgaards Vej 23,2 tv, 2300 København S",Rued Langgaards Vej,23,2,3
143846,"Birketinget 2F, 1. 611, 2300 København S", kr. 680.000, kr. 114.600, kr. 1.575.000,  42   , kr. 37.500,07/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1970,  37   ,"12,6005404","55,65649685","Vestervang 33,1 mf, 8000 Aarhus C",Birketinget,2F,1,2
130720,"Kastrupvej 82, st., 2300 København S", kr. 1.000.000, kr. 152.700, kr. 2.350.000,  67   , kr. 35.074,07/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1936,  62   ,"12,619182","55,65337337","Bogknoldvej 5, 3210 Vejby",Kastrupvej,82,st,3
133970,"Holmbladsgade 111C, 3. th, 2300 København S", kr. 2.150.000, kr. 363.200, kr. 5.515.000,  127   , kr. 43.425,07/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1922,  115   ,"12,61679409","55,66777983","Holmbladsgade 111C,3 th, 2300 København S",Holmbladsgade,111C,3,4
136606,"Spaniensgade 23, 3. tv, 2300 København S", kr. 780.000, kr. 69.400, kr. 2.210.000,  46   , kr. 48.043,07/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1941,  43   ,"12,60965228","55,66013676","Spaniensgade 23,3 tv, 2300 København S",Spaniensgade,23,3,2
142462,"Gyldenlakvej 29, 2. tv, 2300 København S", kr. 910.000, kr. 108.400, kr. 1.950.000,  57   , kr. 34.210,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1938,  51   ,"12,61292592","55,64503716","Gyldenlakvej 29,2 tv, 2300 København S",Gyldenlakvej,29,2,2
106891,"Markmandsgade 25, 2. tv, 2300 København S", kr. 3.350.000, kr. 498.900, kr. 4.820.000,  118   , kr. 40.847,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2014,  107   ,"12,60035572","55,66846079","Markmandsgade 25,2 tv, 2300 København S",Markmandsgade,25,2,4
103585,"Snorresgade 4, 5. tv, 2300 København S", kr. 1.400.000, kr. 78.200, kr. 2.725.000,  59   , kr. 46.186,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1913,  50   ,"12,57608653","55,66571338","Vissingsgade 30, 6400 Sønderborg",Snorresgade,4,5,2
104233,"Klaksvigsgade 10, st. th, 2300 København S", kr. 2.900.000, kr. 391.500, kr. 4.995.000,  112   , kr. 44.598,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2006,  100   ,"12,58060621","55,66744636","Klaksvigsgade 10,st th, 2300 København S",Klaksvigsgade,10,st,3
127811,"Hessensgade 45, st. tv, 2300 København S", kr. 1.200.000, kr. 278.600, kr. 2.250.000,  85   , kr. 26.470,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1970,  80   ,"12,61690064","55,66378624","Hvidovre Enghavevej 31, 2650 Hvidovre",Hessensgade,45,st,3
139660,"Richard Mortensens Vej 69, 3. 3, 2300 København S", kr. 1.400.000, kr. 317.000, kr. 2.550.000,  73   , kr. 34.931,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2010,  61   ,"12,57118442","55,61769754","Peitersvej 8, 2300 København S",Richard Mortensens Vej,69,3,2
132793,"Amagerbrogade 125, 4. tv, 2300 København S", kr. 1.600.000, kr. 103.600, kr. 2.600.000,  87   , kr. 29.885,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1904,  77   ,"12,60882","55,65744759","Amagerbrogade 125,4 th, 2300 København S",Amagerbrogade,125,4,4
422703,"Robert Jacobsens Vej 5A, 4. tv, 2300 København S", kr. 1.550.000, kr. 268.500, kr. 2.700.000,  72   , kr. 37.500,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2017,  60   ,"12,57554981","55,62357291","Ejler Billes Allé 120,st tv, 2300 København S",Robert Jacobsens Vej,5A,4,2
136645,"Florensvej 10, 1. tv, 2300 København S", kr. 950.000, kr. 137.200, kr. 1.825.000,  52   , kr. 35.096,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1940,  49   ,"12,62124061","55,65790846","Florensvej 10,1 tv, 2300 København S",Florensvej,10,1,2
104108,"Ved Sønderport 24, 3. tv, 2300 København S", kr. 1.300.000, kr. 95.900, kr. 2.695.000,  68   , kr. 39.632,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1932,  61   ,"12,60156434","55,66683076","Ved Sønderport 24,3 tv, 2300 København S",Ved Sønderport,24,3,2
125101,"Amagerbrogade 255, 2. tv, 2300 København S", kr. 480.000, kr. 138.800, kr. 1.775.000,  57   , kr. 31.140,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1938,  53   ,"12,61510315","55,64517716","Amagerbrogade 255,2 tv, 2300 København S",Amagerbrogade,255,2,2
122884,"Tycho Brahes Allé 11, 4. th, 2300 København S", kr. 910.000, kr. 58.800, kr. 2.150.000,  49   , kr. 43.877,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1902,  41   ,"12,61130895","55,65545937","Tycho Brahes Allé 11,4 th, 2300 København S",Tycho Brahes Allé,11,4,2
112952,"Ørestads Boulevard 57A, 7. 708, 2300 København S", kr. 1.850.000, kr. 374.100, kr. 3.345.000,  89   , kr. 37.584,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2005,  72   ,"12,58224692","55,63443774","Ørestads Boulevard 57A,7,-708, 2300 København S",Ørestads Boulevard,57A,7,1
128697,"Ålandsgade 9, st. tv, 2300 København S", kr. 960.000, kr. 93.500, kr. 2.362.000,  59   , kr. 40.033,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1901,  53   ,"12,6049356","55,66415531","Strandgade 5, 2791 Dragør",Ålandsgade,9,st,3
144297,"Birketinget 2E, 2. 523, 2300 København S", kr. 720.000, kr. 123.900, kr. 1.499.000,  45   , kr. 33.311,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1970,  40   ,"12,60045589","55,65640447","Birketinget 2E,2,-523, 2300 København S",Birketinget,2E,2,1
112394,"Islands Brygge 38B, 6. th, 2300 København S", kr. 3.100.000, kr. 499.400, kr. 6.900.000,  118   , kr. 58.474,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2017,  104   ,"12,56669891","55,65833889","Islands Brygge 38B,6 th, 2300 København S",Islands Brygge,38B,6,4
115177,"C.F. Møllers Allé 8, 6. tv, 2300 København S", kr. 1.950.000, kr. 383.100, kr. 3.899.000,  97   , kr. 40.195,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2007,  84   ,"12,57539134","55,63476914","C.F. Møllers Allé 8,6 tv, 2300 København S",C.F. Møllers Allé,8,6,4
107354,"Myggenæsgade 11, 4. 3, 2300 København S", kr. 2.900.000, kr. 460.400, kr. 4.845.000,  105   , kr. 46.142,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2005,  94   ,"12,58246738","55,66589818","Myggenæsgade 11,4,-3, 2300 København S",Myggenæsgade,11,4,3
114754,"C.F. Møllers Allé 18, 3. tv, 2300 København S", kr. 2.050.000, kr. 410.400, kr. 3.700.000,  105   , kr. 35.238,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2007,  90   ,"12,57425173","55,63513661","C.F. Møllers Allé 18,3 tv, 2300 København S",C.F. Møllers Allé,18,3,3
142432,"Amagerbrogade 66, 2. tv, 2300 København S", kr. 2.700.000, kr. 451.200, kr. 5.400.000,  162   , kr. 33.333,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1912,  148   ,"12,6032132","55,66168866","Amagerbrogade 66,2 tv, 2300 København S",Amagerbrogade,66,2,5
123350,"Ungarnsgade 4, 1. th, 2300 København S", kr. 940.000, kr. 197.000, kr. 2.300.000,  50   , kr. 46.000,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1903,  43   ,"12,61191872","55,66588276","Ungarnsgade 4,1 th, 2300 København S",Ungarnsgade,4,1,2
135815,"Sundby Parkvej 15, 4. th, 2300 København S", kr. 2.000.000, kr. 336.900, kr. 4.950.000,  90   , kr. 55.000,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2007,  77   ,"12,62856664","55,66270828","Sundby Parkvej 15,4 th, 2300 København S",Sundby Parkvej,15,4,3
111383,"Amager Boulevard 114, 1. th, 2300 København S", kr. 2.000.000, kr. 265.200, kr. 3.800.000,  95   , kr. 40.000,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2018,  82   ,"12,59433987","55,6664562","Amager Boulevard 114,1 th, 2300 København S",Amager Boulevard,114,1,3
422706,"Robert Jacobsens Vej 5A, 5. tv, 2300 København S", kr. 1.900.000, kr. 331.200, kr. 3.495.000,  86   , kr. 40.639,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2017,  74   ,"12,57554981","55,62357291","Robert Jacobsens Vej 5A,5 tv, 2300 København S",Robert Jacobsens Vej,5A,5,3
112444,"Jens Otto Krags Gade 7, 7. 2, 2300 København S", kr. 2.600.000, kr. 538.000, kr. 6.020.000,  103   , kr. 58.446,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2006,  94   ,"12,56897622","55,65907045","Jens Otto Krags Gade 7,7,-2, 2300 København S",Jens Otto Krags Gade,7,7,3
136149,"Reberbanegade 31, 3. tv, 2300 København S", kr. 960.000, kr. 133.700, kr. 2.225.000,  53   , kr. 41.981,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1940,  48   ,"12,60576785","55,66203787","Richard Boones Vej 8,3 th, 2450 København SV",Reberbanegade,31,3,2
125954,"Backersvej 80, 2. tv, 2300 København S", kr. 1.000.000, kr. 74.800, kr. 2.100.000,  61   , kr. 34.426,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1935,  56   ,"12,6234452","55,65387326","Backersvej 80,2 tv, 2300 København S",Backersvej,80,2,2
143324,"Sigbrits Allé 5, 2. th, 2300 København S", kr. 1.900.000, kr. 258.600, kr. 3.600.000,  91   , kr. 39.560,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2007,  79   ,"12,60760167","55,65757886","Sigbrits Allé 5,2 th, 2300 København S",Sigbrits Allé,5,2,3
122943,"Tycho Brahes Allé 21, 1. tv, 2300 København S", kr. 860.000, kr. 62.000, kr. 2.045.000,  48   , kr. 42.604,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1903,  42   ,"12,61210322","55,65562336","Tycho Brahes Allé 21,1 tv, 2300 København S",Tycho Brahes Allé,21,1,2
126933,"Kastrupvej 94, 1. tv, 2300 København S", kr. 910.000, kr. 100.300, kr. 1.985.000,  53   , kr. 37.452,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1939,  49   ,"12,61961241","55,65267161","Exnersvej 31, 2930 Klampenborg",Kastrupvej,94,1,2
135558,"Frankrigshusene 12, st. th, 2300 København S", kr. 930.000, kr. 102.500, kr. 2.230.000,  56   , kr. 39.821,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1936,  51   ,"12,60806649","55,6626761","Frankrigshusene 12,st th, 2300 København S",Frankrigshusene,12,st,2
139763,"Peder Lykkes Vej 56, st. tv, 2300 København S", kr. 900.000, kr. 83.600, kr. 2.000.000,  64   , kr. 31.250,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1935,  58   ,"12,60232363","55,65420817","Peder Lykkes Vej 56,st tv, 2300 København S",Peder Lykkes Vej,56,st,2
133729,"Milanovej 4, st. th, 2300 København S", kr. 900.000, kr. 82.600, kr. 2.117.500,  58   , kr. 36.508,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1932,  51   ,"12,62327333","55,66113838","H Drachmanns Alle 10, 6700 Esbjerg",Milanovej,4,st,2
132012,"Palermovej 3, 2. tv, 2300 København S", kr. 900.000, kr. 74.300, kr. 2.100.000,  52   , kr. 40.384,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1937,  48   ,"12,62155928","55,66043002","Palermovej 3,2 tv, 2300 København S",Palermovej,3,2,2
105001,"Ved Amagerport 10, 2. th, 2300 København S", kr. 1.600.000, kr. 141.300, kr. 3.745.000,  95   , kr. 39.421,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1917,  88   ,"12,59609574","55,66758178","Ved Amagerport 10,2 th, 2300 København S",Ved Amagerport,10,2,3
136962,"Tønnesvej 18, st. th, 2300 København S", kr. 920.000, kr. 154.900, kr. 1.900.000,  58   , kr. 32.758,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1935,  52   ,"12,6186704","55,64512431","Elverhøjparken 7, 4652 Hårlev",Tønnesvej,18,st,2
118785,"Edvard Thomsens Vej 57, 5. 3, 2300 København S", kr. 2.450.000, kr. 532.700, kr. 3.995.000,  122   , kr. 32.745,01/09/2020,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2007,  97   ,"12,57705204","55,63269814","Edvard Thomsens Vej 57,5,-3, 2300 København S",Edvard Thomsens Vej,57,5,4
